loc_rowid,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_dens,st_dist,gaia_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_rvamp,pl_eqt,pl_bmasse,pl_rade,pl_trandep,pl_trandur,pl_mnum,st_radv,st_logg,st_lum,st_dens,st_metfe,st_age,st_vsini
721,3,51.20530000,0.266300,0.040000,,,38.57,38.49,7.490,7.332,5898.00,0.96,,2.510,,14.16000,,,,0,25.66,4.45,0.079,,-0.170,,1.9000
722,3,271.67370000,0.809800,0.240000,,,38.57,38.49,7.490,7.332,5898.00,0.96,,1.250,,11.82000,,,,0,25.66,4.45,0.079,,-0.170,,1.9000
723,3,0.95962400,0.018600,,,,47.36,47.35,8.940,8.762,5528.00,0.94,0.87,,1669,,1.700,,,0,19.50,4.53,,,-0.020,,1.7000
724,3,29.83832000,0.184100,,,,47.36,47.35,8.940,8.762,5528.00,0.94,0.87,,531,,2.860,,,0,19.50,4.53,,,-0.020,,1.7000
725,3,8.50900000,0.077570,0.360000,,,47.36,47.35,8.940,8.762,5528.00,0.94,0.87,2.390,,6.90000,,,,0,19.50,4.53,,,-0.020,,1.7000
726,1,157.54000000,0.590000,0.010000,,,122.55,122.55,6.421,6.113,4580.00,1.13,10.22,115.830,,966.16000,,,,0,-6.47,2.10,,,-0.150,5.830,1.2000
727,1,2372.00000000,3.410000,0.070000,,,38.12,38.12,7.600,7.428,5727.00,0.94,,11.100,,222.48100,,,,0,-62.90,4.41,,,0.110,4.990,1.2000
728,1,3.38773000,0.040000,0.000000,,,45.36,45.36,9.334,9.092,5000.00,0.47,0.84,107.000,,152.55840,,,,0,61.28,4.26,,,0.050,,0.7000
729,2,326.00000000,1.070000,0.066000,,,121.80,121.80,7.960,7.713,4978.00,1.41,4.45,30.700,,440.19455,,,,0,33.78,3.40,,,,,2.9700
730,2,834.00000000,,0.050000,,,121.80,121.80,7.960,7.713,4978.00,1.41,4.45,11.400,,1897.44510,,,,0,33.78,3.40,,,,,2.9700
731,1,18.19910000,0.150800,0.399000,,,90.10,90.10,8.050,7.899,5935.00,1.38,1.97,22.400,,104.56607,,,,0,4.10,,0.640,,0.350,3.630,3.2000
732,1,388.00000000,1.100000,0.340000,,,20.97,20.97,5.080,4.928,6250.00,1.25,,232.000,,2892.10000,,,,0,0.11,4.00,,,-0.120,3.000,12.0000
733,2,551.40002000,1.600000,0.150000,,,106.10,106.10,7.286,7.012,4861.00,1.84,5.39,33.500,,638.83830,,,,0,36.49,3.24,,,0.270,,1.0000
734,2,916.00000000,2.240000,0.130000,,,106.10,106.10,7.286,7.012,4861.00,1.84,5.39,25.400,,556.20250,,,,0,36.49,3.24,,,0.270,,1.0000
735,6,1049.00000000,2.070000,0.270000,,,46.15,46.15,7.328,7.149,5879.00,1.14,1.38,15.700,,260.62060,,,,0,-79.40,4.21,,,0.180,,2.7000
736,6,214.67000000,0.718100,0.036000,,,46.15,46.15,7.328,7.149,5879.00,1.14,1.38,5.450,,53.50000,,,,0,-79.40,4.21,,,0.180,,2.7000
737,6,117.87000000,0.481700,0.027000,,,46.15,46.15,7.328,7.149,5879.00,1.14,1.38,3.810,,30.70000,,,,0,-79.40,4.21,,,0.180,,2.7000
738,6,49.17500000,0.268700,0.090000,,,46.15,46.15,7.328,7.149,5879.00,1.14,1.38,2.750,,16.80000,,,,0,-79.40,4.21,,,0.180,,2.7000
739,6,676.80000000,1.543000,0.031000,,,46.15,46.15,7.328,7.149,5879.00,1.14,1.38,2.740,,37.90000,,,,0,-79.40,4.21,,,0.180,,2.7000
740,6,5700.00000000,6.360000,0.032000,,,46.15,46.15,7.328,7.149,5879.00,1.14,1.38,4.080,,120.60000,,,,0,-79.40,4.21,,,0.180,,2.7000
741,1,82.46700000,0.389000,0.389000,,,72.50,71.39,7.740,7.596,6060.00,1.15,,173.900,,1195.04080,,,,0,-12.57,4.24,,,0.040,,3.5000
742,1,62.25000000,0.295000,0.645000,,,11.14,11.14,5.860,5.635,5221.00,0.80,,16.600,,72.46524,,,,0,-33.50,4.45,,,,,1.1000
743,3,154.37800000,0.533640,0.054000,,,31.69,31.69,7.700,7.472,,0.85,,28.500,,214.53525,,,,0,-23.10,,,,-0.440,,1.2000
744,3,885.50000000,1.710000,0.125000,,,31.69,31.69,7.700,7.472,,0.85,,15.400,,207.22516,,,,0,-23.10,,,,-0.440,,1.2000
745,3,1862.00000000,2.807000,0.160000,,,31.69,31.69,7.700,7.472,,0.85,,12.800,,221.20968,,,,0,-23.10,,,,-0.440,,1.2000
746,2,55.01292000,0.277000,0.674500,,,46.85,46.85,8.670,8.462,5329.00,0.94,0.91,203.470,,854.96270,,,,0,-21.81,,-0.220,,0.270,5.650,1.0000
747,2,2720.00000000,3.740000,0.030000,,,46.85,46.85,8.670,8.462,5329.00,0.94,0.91,48.510,,1013.87770,,,,0,-21.81,,-0.220,,0.270,5.650,1.0000
748,1,363.20001000,1.020000,0.410000,,,38.10,38.10,6.696,6.544,5981.00,1.37,1.49,10.000,,127.13200,,,,0,61.30,4.23,,,-0.180,,3.0000
749,2,14.30944000,0.129400,0.280000,,,42.41,42.41,5.950,5.733,5541.00,1.41,2.56,55.200,,253.31051,,,,0,30.20,3.77,,,,,3.9000
750,2,2136.10000000,3.640000,0.340700,,,42.41,42.41,5.950,5.733,5541.00,1.41,2.56,172.400,,4128.61170,,,,0,30.20,3.77,,,,,3.9000
751,1,685.25000000,1.623000,0.017000,,,91.68,91.68,8.224,8.034,5338.00,1.21,2.03,197.290,,3082.31534,,,,0,-25.10,3.88,,,0.250,6.072,
752,2,2093.07000000,3.100000,0.637000,,,18.28,18.28,5.670,5.491,6037.00,1.09,1.10,192.600,,3184.65660,,,,0,10.73,4.42,0.160,1.1480,0.080,2.980,3.1400
753,1,3.24980000,0.041000,0.140000,,,23.28,23.28,7.470,,5576.00,0.87,,4.080,,8.50000,,,,0,42.58,,,,,,3.0000
754,5,4.31230000,0.046800,0.200000,,,12.94,12.94,7.170,6.844,4956.00,0.77,,1.940,,4.00000,,,,0,31.33,4.47,-0.639,,-0.310,4.500,1.6100
755,5,9.61840000,0.079900,0.060000,,,12.94,12.94,7.170,6.844,4956.00,0.77,,2.450,,6.60000,,,,0,31.33,4.47,-0.639,,-0.310,4.500,1.6100
756,5,20.43200000,0.132100,0.070000,,,12.94,12.94,7.170,6.844,4956.00,0.77,,2.750,,9.50000,,,,0,31.33,4.47,-0.639,,-0.310,4.500,1.6100
757,5,51.76000000,0.247000,0.020000,,,12.94,12.94,7.170,6.844,4956.00,0.77,,1.090,,5.20000,,,,0,31.33,4.47,-0.639,,-0.310,4.500,1.6100
758,5,197.80000000,0.600000,0.290000,,,12.94,12.94,7.170,6.844,4956.00,0.77,,0.950,,7.10000,,,,0,31.33,4.47,-0.639,,-0.310,4.500,1.6100
759,1,578.60000000,1.400000,0.240000,,,116.99,116.99,6.423,6.134,4869.00,2.00,8.56,68.000,,858.14100,,,,0,-15.80,3.02,1.664,,0.140,1.350,2.7000
760,1,264.14999000,0.850000,0.250000,,,34.12,34.12,6.735,6.600,6165.00,1.45,1.21,119.400,,1484.26610,,,,0,32.80,4.43,,,0.200,,7.4000
761,1,963.00000000,,0.740000,,,43.03,,8.650,,5010.00,0.70,,99.000,,807.25000,,,,0,42.51,4.42,-0.187,,-0.090,1.600,1.2200
762,1,1.32830000,,0.081000,,,43.03,,,,,0.40,,6114.000,,5838.29000,,,,0,41.70,,,,,,
763,1,526.62000000,1.280000,0.903000,,,41.92,41.92,7.881,7.711,5688.00,0.99,,97.100,,495.79000,,,,0,4.87,4.40,0.086,,0.200,6.400,1.3700
764,1,857.50000000,1.670000,0.200000,,,36.84,36.84,8.440,8.229,5405.00,0.83,0.82,39.000,,508.52800,,,,0,41.07,4.45,,,-0.090,4.100,2.2000
765,2,431.88000000,1.170000,0.520000,,,81.57,81.57,8.687,8.515,5596.00,1.25,1.42,60.300,,708.76090,,,,0,-14.10,4.23,,,0.400,,1.2300
766,2,6700.00000000,6.950000,0.240000,,,81.57,81.57,8.687,8.515,5596.00,1.25,1.42,22.200,,689.66000,,,,0,-14.10,4.23,,,0.400,,1.2300
767,1,832.97000000,1.662000,0.042000,,,34.23,34.23,7.795,7.611,5717.00,0.88,0.85,19.030,,257.44230,,,,0,56.20,4.50,,,-0.280,3.813,0.0000
768,1,149.61000000,0.554000,0.190000,,,24.35,24.35,6.839,6.683,5727.00,1.01,1.00,1.890,337,14.40000,,,,0,-53.70,4.44,-0.009,,-0.090,,2.0000
769,1,15.56000000,0.120000,0.000000,,,22.03,22.03,6.560,6.372,5686.00,0.93,1.02,4.100,,15.89150,,,,0,95.10,4.39,,,-0.350,,1.2000
770,1,356.21000000,1.157000,0.147000,,,136.82,136.82,7.830,7.574,4943.00,1.63,5.14,40.300,,612.45841,,,,0,14.67,3.24,,,,,
771,1,327.80000000,0.920000,0.830000,,,56.30,62.52,8.980,8.772,5508.00,0.96,1.00,32.400,,190.69000,,,,0,72.51,4.31,-0.137,,0.400,,2.1800
772,1,36.99870000,0.238000,0.079600,,,85.81,85.81,8.030,7.897,6093.00,1.32,1.60,130.060,,810.46650,,,,0,-29.00,,0.500,,0.330,2.390,4.7000
773,1,472.30000000,1.190000,0.610000,,,50.40,52.99,7.690,7.530,5752.00,1.00,1.32,19.400,,184.33000,,,,0,-12.07,4.21,0.260,,0.030,,2.2200
774,2,5.88540000,0.064400,0.070000,,,21.88,21.97,6.370,6.205,5869.00,1.03,,4.260,,12.19000,,,,0,-3.73,4.47,0.053,,0.040,,2.1000
775,2,13.13540000,0.110000,0.070000,,,21.88,21.97,6.370,6.205,5869.00,1.03,,2.360,,8.81000,,,,0,-3.73,4.47,0.053,,0.040,,2.1000
776,1,963.60000000,1.920000,0.778000,,,46.94,46.94,7.885,7.700,5616.00,1.02,,58.000,,568.89000,,,,0,-21.30,4.32,,,0.290,8.000,1.4000
777,2,226.93000000,0.681300,0.168400,,,34.39,34.39,8.062,7.880,5434.00,0.82,,7.220,,59.49530,,,,0,15.90,4.38,-0.244,,-0.170,,1.0000
778,2,342.85000000,0.897200,0.097400,,,34.39,34.39,8.062,7.880,5434.00,0.82,,21.920,,209.09150,,,,0,15.90,4.38,-0.244,,-0.170,,1.0000
779,1,44.07300000,0.237000,0.607000,,,34.89,34.89,8.100,7.912,5294.00,0.92,0.94,33.200,,137.62039,,,,0,-5.12,,-0.200,,0.260,8.400,2.0000
780,1,3.02357300,0.039800,0.063000,,,29.58,29.58,7.912,7.695,5285.00,0.92,,33.650,,71.80000,,,,0,-1.60,4.53,,,0.240,,0.9000
781,2,4.08450000,0.050000,0.040000,,,37.50,37.50,7.626,7.449,5657.00,0.96,1.08,9.100,,22.24810,,,,0,4.30,4.36,,,0.240,,2.2000
782,2,1353.60000000,2.395000,0.249000,,,37.50,37.50,7.626,7.449,5657.00,0.96,1.08,6.650,,111.42000,,,,0,4.30,4.36,,,0.240,,2.2000
783,2,360.20000000,1.190000,0.130000,,,54.87,54.87,5.890,5.633,4959.00,1.74,5.40,47.300,,753.23000,,,,0,25.00,3.16,1.190,,0.010,,1.4500
784,2,2732.00000000,4.600000,0.230000,,,54.87,54.87,5.890,5.633,4959.00,1.74,5.40,24.400,,753.23000,,,,0,25.00,3.16,1.190,,0.010,,1.4500
785,2,359.15000000,1.280000,0.060000,,,84.56,84.56,6.110,5.826,4914.00,2.19,6.20,39.010,,731.00900,,,,0,9.12,3.10,1.389,,-0.070,0.940,4.3000
786,2,682.85000000,1.970000,0.100000,,,84.56,84.56,6.110,5.826,4914.00,2.19,6.20,25.860,,597.52040,,,,0,9.12,3.10,1.389,,-0.070,0.940,4.3000
787,1,712.13000000,1.930000,0.200000,,,122.95,122.95,5.250,4.832,4424.00,0.91,22.39,113.000,,2330.00000,,,,0,79.39,2.13,2.270,,0.690,10.150,1.9300
788,1,778.51000000,1.814000,0.211000,,,90.78,90.78,8.051,7.879,5733.00,1.31,1.90,28.650,,484.69075,,,,0,22.50,3.97,,,0.300,4.201,3.1000
789,1,400.50000000,1.167000,0.066000,,,205.45,205.45,8.030,7.749,4802.00,1.32,5.01,37.100,,513.29545,,,,0,-11.30,2.97,,,,,
790,1,4.94737000,0.060000,0.090000,,,43.09,43.09,8.100,7.918,5602.00,1.03,1.02,12.000,,31.78300,,,,0,11.80,4.44,,,0.320,,0.4200
791,2,2447.10000000,3.833000,0.266000,,,46.35,46.35,7.207,7.056,6102.00,1.25,1.35,21.990,,519.96988,,,,0,36.50,4.25,,,0.260,2.391,4.3130
792,2,8619.90000000,9.020000,0.000000,,,46.35,46.35,7.207,7.056,6102.00,1.25,1.35,24.230,,931.24190,,,,0,36.50,4.25,,,0.260,2.391,4.3130
793,1,1293.00000000,2.353000,0.501000,,,31.19,31.19,6.840,6.698,5987.00,1.04,1.02,104.000,,1574.46400,,,,0,-4.20,,0.143,,-0.040,2.160,3.9000
794,2,14.07260000,0.105900,0.090000,,,34.83,35.09,8.170,7.961,5358.00,0.80,,3.950,,12.77000,,,,0,39.88,4.36,-0.244,,-0.070,,1.3000
795,2,95.94460000,0.380900,0.140000,,,34.83,35.09,8.170,7.961,5358.00,0.80,,2.360,,14.31000,,,,0,39.88,4.36,-0.244,,-0.070,,1.3000
796,1,119.27000000,0.520000,0.270000,,,30.01,30.01,6.300,6.147,6136.00,1.20,,42.970,,384.57430,,,,0,53.20,4.36,,,,,5.2000
797,2,637.10000000,1.570000,0.092000,,,121.83,121.83,8.050,7.772,4871.00,1.27,4.06,31.460,,494.54348,,,,0,0.45,3.26,,,,,3.3100
798,2,872.20000000,1.930000,0.183000,,,121.83,121.83,8.050,7.772,4871.00,1.27,4.06,19.400,,334.67499,,,,0,0.45,3.26,,,,,3.3100
799,1,1827.00000000,3.180000,0.705000,,,78.15,78.15,7.950,7.811,6012.00,1.29,1.52,76.700,,1230.00210,,,,0,19.72,,0.430,,0.370,2.640,7.0000
800,1,139.35000000,0.530000,0.076000,,,221.00,220.54,7.600,7.308,4830.00,1.01,9.09,225.800,,1837.05740,,,,0,11.68,2.53,1.610,,-0.500,7.410,2.2000
801,1,779.90000000,1.911000,0.056000,,,58.21,58.21,5.990,5.712,4877.00,1.53,5.14,28.000,,534.27223,,,,0,-22.80,3.19,,,,,1.3700
802,1,492.30000000,1.200000,0.096000,,,53.60,51.24,8.290,8.171,5902.00,0.96,1.01,8.790,,104.88000,,,,0,11.46,4.53,,,-0.200,5.500,2.0000
803,1,177.11000000,0.640000,0.070000,,,285.75,285.75,8.250,7.798,4673.00,1.93,10.64,178.500,,2425.04290,,,,0,-96.16,2.67,,,-0.370,,4.9500
804,1,299.36000000,1.086000,0.050000,,,96.80,89.49,5.442,5.096,4658.00,1.90,13.20,136.900,,2199.38360,,,,0,-33.55,2.49,,,0.150,1.730,
805,2,201.90000000,0.770000,0.260000,,,25.99,25.99,4.440,4.234,6245.00,1.50,2.57,29.100,,336.89980,,,,0,60.70,3.80,,,-0.260,2.800,8.0000
806,2,600.10000000,1.600000,0.030000,,,25.99,25.99,4.440,4.234,6245.00,1.50,2.57,46.100,,797.75330,,,,0,60.70,3.80,,,-0.260,2.800,8.0000
807,1,589.64000000,1.640000,0.020000,,,10.34,,1.140,,4946.00,2.10,8.31,41.000,,731.00000,,,,0,,3.07,1.590,,0.070,0.980,
808,1,2.81805000,0.040000,0.000000,,,37.73,37.73,9.370,9.054,4812.00,0.42,0.77,64.200,,79.45750,,,,0,33.84,4.28,,,0.100,,1.9000
809,1,358.00000000,0.940000,0.240000,,,32.57,32.57,8.100,7.910,5449.00,0.65,0.83,20.900,,168.44990,,,,0,22.10,4.41,,,-0.160,,1.6300
810,1,45.79100000,0.246000,0.120000,,,31.55,31.55,7.718,,5676.00,0.95,,3.330,,17.80000,,,,0,52.79,,,,,,2.0000
811,1,21.99800000,0.140000,0.170000,,,42.41,42.41,7.710,7.561,5769.00,1.10,1.12,34.200,,155.73670,,,,0,22.90,4.38,,,-0.550,,2.2000
812,2,577.60000000,1.301000,0.270000,,,35.16,35.16,7.964,7.794,5612.00,0.87,,35.700,,411.58985,,,,0,42.67,4.44,,,,,1.0000
813,2,5370.00000000,5.750000,0.170000,,,35.16,35.16,7.964,7.794,5612.00,0.87,,26.000,,645.19490,,,,0,42.67,4.44,,,,,1.0000
814,1,480.50000000,1.200000,0.070000,,,68.16,68.16,4.380,3.891,4323.00,1.10,21.40,146.200,,1906.90000,,,,0,71.57,1.78,2.240,,-0.323,6.840,4.7000
815,1,2263.12000000,3.467000,0.493000,,,53.36,53.36,8.246,8.081,5773.00,1.08,1.10,54.030,,1018.32732,,,,0,44.30,4.36,,,0.230,3.515,0.0000
816,2,352.20000000,1.080000,0.170000,,,76.69,76.69,8.050,7.922,6330.00,1.36,1.55,73.600,,973.00000,,,,0,0.40,4.19,0.540,,0.250,1.450,9.7000
817,2,2374.00000000,3.860000,0.760000,,,76.69,76.69,8.050,7.922,6330.00,1.36,1.55,93.300,,1540.00000,,,,0,0.40,4.19,0.540,,0.250,1.450,9.7000
818,1,2496.00000000,3.550000,0.100000,,,51.42,51.42,8.450,8.281,5801.00,1.08,0.95,24.100,,533.95440,,,,0,34.75,4.51,,,-0.030,,1.7600
819,1,1103.00000000,2.180000,0.030000,,,78.61,78.61,9.110,8.954,5950.00,1.12,1.02,54.700,,975.73810,,,,0,11.60,4.47,0.068,,0.290,2.000,2.9000
820,1,6.27711000,0.070000,0.120000,,,60.95,60.95,8.200,8.046,5932.00,1.28,1.19,184.700,,626.12510,,,,0,-69.70,4.40,,,0.350,,2.8400
821,3,8.66700000,0.078500,0.100000,,,12.56,12.56,6.000,5.739,5385.00,0.86,,3.510,,10.20000,,,,0,29.80,,-0.220,,-0.050,7.000,1.1000
822,3,31.56000000,0.186000,0.130000,,,12.56,12.56,6.000,5.739,5385.00,0.86,,2.660,,11.80000,,,,0,29.80,,-0.220,,-0.050,7.000,1.1000
823,3,197.00000000,0.630000,0.070000,,,12.56,12.56,6.000,5.739,5385.00,0.86,,2.200,,18.10000,,,,0,29.80,,-0.220,,-0.050,7.000,1.1000
824,1,851.80000000,1.760000,0.400000,,,45.70,59.28,11.424,8.543,5737.00,1.00,,148.500,,1900.00000,,,,0,,4.59,,,-0.180,0.102,14.7000
825,1,2124.54000000,3.318000,0.175000,,,29.30,29.30,7.169,6.992,5732.00,1.08,0.98,30.400,,633.43519,,,,0,48.80,4.46,,,0.220,0.919,0.3000
826,1,615.00000000,1.360000,0.190000,,,36.19,36.19,8.027,7.837,5371.00,0.77,0.97,7.800,,85.81410,,,,0,4.80,4.35,,,0.320,,2.5000
827,1,858.00000000,1.880000,0.124000,,,126.79,126.79,7.820,7.574,4934.00,1.21,4.96,33.500,,561.92344,,,,0,31.82,3.21,,,,,
828,1,3658.00000000,4.750000,0.220000,,,51.97,51.97,7.460,7.311,5932.00,1.43,1.46,41.000,,1223.64550,,,,0,-18.15,4.27,,,-0.020,,1.9000
829,1,39.47500000,0.228000,0.423000,,,69.87,69.87,8.830,8.647,5688.00,1.02,1.22,318.400,,1732.17350,,,,0,-38.64,4.27,0.146,,0.250,8.000,2.7000
830,1,1245.36000000,2.187000,0.230000,,,54.91,50.48,8.889,8.678,5387.00,0.90,0.91,64.650,,984.31951,,,,0,51.91,4.45,,,0.070,8.140,1.6500
831,2,188.30000000,0.650000,0.190000,,,97.51,97.51,8.971,8.797,5601.00,1.14,1.53,102.000,,978.91640,,,,0,26.10,4.12,,,0.220,,2.6000
832,2,379.10000000,1.030000,0.280000,,,97.51,97.51,8.971,8.797,5601.00,1.14,1.53,65.100,,715.09000,,,,0,26.10,4.12,,,0.220,,2.6000
833,1,1750.00000000,2.990000,0.126000,,,83.53,83.53,8.230,7.957,4917.00,1.16,2.58,17.110,,353.42696,,,,0,10.08,3.60,,,,,1.0000
834,2,51.64500000,0.292000,0.627000,,,64.60,57.70,7.614,7.469,6068.00,1.24,,109.600,,572.07000,,,,0,3.70,,,,0.110,,4.3000
835,2,2473.00000000,3.850000,0.432000,,,64.60,57.70,7.614,7.469,6068.00,1.24,,116.500,,2561.60000,,,,0,3.70,,,,0.110,,4.3000
836,1,1255.50000000,2.380000,0.920000,,,38.71,38.71,7.483,7.350,6024.00,1.05,,21.900,,161.45764,,,,0,-20.00,4.51,,,,,3.0000
837,1,3.50927000,0.050000,0.030000,,,29.14,29.14,6.350,6.205,6117.00,1.29,1.23,54.900,,155.73670,,,,0,8.90,4.37,,,0.260,,4.1400
838,2,341.20000000,1.032000,0.097000,,,85.64,85.64,7.840,7.560,4867.00,1.26,3.40,24.900,,317.83000,,,,0,45.64,3.46,,,,,
839,2,7900.00000000,8.400000,0.489000,,,85.64,85.64,7.840,7.560,4867.00,1.26,3.40,56.500,,1792.56120,,,,0,45.64,3.46,,,,,
840,1,422.90000000,1.191000,0.110000,,,78.23,78.23,8.030,7.896,5963.00,1.26,1.58,63.390,,861.31930,,,,0,21.30,,0.460,,0.280,3.560,4.5400
841,1,3.97097000,0.050000,0.090000,,,60.99,60.99,8.155,7.973,5644.00,0.99,1.37,27.600,,66.74430,,,,0,37.70,4.16,,,0.310,,1.3000
842,1,415.40000000,1.149000,0.856000,,,184.80,185.01,7.817,7.514,4698.00,1.17,7.47,186.800,,1249.07190,,,,0,20.09,2.94,1.380,,-0.110,7.100,
843,1,5.73610000,0.060000,0.090000,,,46.00,46.00,8.591,8.410,5341.00,1.37,0.97,6.000,,19.06980,,,,0,8.21,4.60,,,0.320,,2.3300
844,3,5.39792000,0.060000,0.060000,,,17.00,17.00,7.185,6.925,5131.00,0.65,0.78,3.600,,6.35660,,,,0,-23.40,4.46,,,-0.210,,1.3500
845,3,15.29900000,0.113400,0.098000,,,17.00,17.00,7.185,6.925,5131.00,0.65,0.78,2.310,584,7.86000,,,,0,-23.40,4.46,,,-0.210,,1.3500
846,3,24.45100000,0.155100,0.210000,,,17.00,17.00,7.185,6.925,5131.00,0.65,0.78,1.650,499,6.44000,,,,0,-23.40,4.46,,,-0.210,,1.3500
847,1,1807.00000000,2.980000,0.575000,,,49.02,49.02,8.050,7.886,5748.00,1.08,1.05,26.000,,425.89220,,,,0,19.50,,0.030,,0.180,2.710,2.0000
848,1,111.43670000,,0.930000,89.290,,66.60,66.60,9.001,8.820,5561.00,1.15,1.04,472.000,,1392.09540,11.994,1.100000,,0,3.91,4.42,,1.4500,0.350,,1.3600
849,1,1001.70001000,1.940000,0.530000,,,34.47,34.47,7.720,7.555,5755.00,1.05,0.91,168.000,,2310.62410,,,,0,49.25,4.54,,,-0.030,,2.0000
850,1,184.02000000,0.810000,0.000000,,,85.92,85.92,5.393,5.089,4753.00,2.10,13.00,58.580,,858.10000,,,,0,38.57,2.22,1.857,,-0.359,,
851,1,705.00000000,1.580000,0.070000,,,127.52,127.52,7.780,7.381,4953.00,2.53,5.26,28.700,,740.54390,,,,0,12.73,3.40,,,-0.310,,0.4300
852,2,441.47000000,1.183060,0.162000,90.000,,27.61,27.61,6.530,6.386,6016.00,1.20,,41.910,,534.25000,,,,0,8.10,4.46,,,0.300,,1.3000
853,2,220.07800000,0.743450,0.366300,90.000,,27.61,27.61,6.530,6.386,6016.00,1.20,,65.400,,622.60300,,,,0,8.10,4.46,,,0.300,,1.3000
854,1,158.99100000,0.533000,0.200000,,,30.71,30.71,8.760,,4914.00,0.80,,9.360,,66.60000,,,,0,20.86,,,,,,4.0000
855,1,2.98570000,0.040000,0.010000,,,40.95,40.95,8.222,8.026,5442.00,0.79,0.94,56.200,,108.06220,,,,0,29.00,4.39,,,0.350,,1.4000
856,1,1313.00000000,2.450000,0.150000,,,52.50,55.53,7.700,7.561,6136.00,1.13,1.19,11.800,,216.12440,,,,0,2.46,4.46,,,0.060,,1.4100
857,1,799.52000000,1.373000,0.500000,,,33.56,33.56,8.526,8.295,5186.00,0.76,,3.800,,31.46517,,,,0,32.50,4.41,,,,,4.0000
858,1,58.43000000,0.260000,0.110000,,,11.28,11.28,7.670,7.187,4300.00,0.43,0.71,0.800,,3.17830,,,,0,-9.49,4.36,,,-0.260,,3.0000
859,1,227.00000000,0.760000,0.300000,,,44.88,44.88,7.112,6.983,6064.00,1.34,1.38,58.300,,645.19490,,,,0,18.60,4.28,,,0.010,,4.5000
860,1,2.13784310,0.034600,0.011900,,,104.24,104.24,8.730,8.588,5939.00,1.21,1.46,205.530,,470.38840,,,,0,30.74,,0.380,,0.220,3.610,4.2000
861,1,1695.00000000,2.840000,0.150000,,,45.74,45.74,7.932,7.771,5903.00,1.06,1.02,15.300,,292.39000,,,,0,19.74,4.36,0.025,,0.050,1.500,2.4000
862,1,1475.00000000,2.860000,0.700000,,,67.94,67.94,7.407,7.284,6210.00,1.42,1.88,132.000,,2224.81000,,,,0,7.10,4.02,0.660,,0.202,2.240,12.5000
863,1,1634.00000000,3.020000,0.723000,,,37.90,37.90,6.310,6.219,6472.00,1.35,1.39,288.000,,4513.00000,,,,0,17.30,4.27,,,0.140,,26.9000
864,1,1270.00000000,2.720000,0.170000,,,211.10,211.10,7.459,7.180,4805.00,1.66,8.80,49.000,,1144.18800,,,,0,10.75,2.66,1.560,,0.040,,
865,1,13.48100000,0.117000,0.050000,,,135.17,135.17,8.000,7.930,5770.00,1.12,1.55,956.000,,3941.09200,,,,0,20.88,4.10,,,-0.170,,7.5000
866,1,2754.00000000,3.580000,0.530000,,,18.30,18.30,7.550,7.272,4915.00,0.66,0.79,34.700,,489.45820,,,,0,9.30,4.47,,,0.050,,2.2000
867,1,3.41488400,0.047900,0.031000,,,73.77,73.77,8.010,7.810,5392.00,1.26,2.20,32.930,,90.42263,,,,0,-3.45,3.88,,,,,2.2000
868,1,2166.00000000,3.270000,0.200000,,,32.04,32.04,7.009,6.868,5955.00,1.27,1.10,28.900,,670.62130,,,,0,22.60,4.46,,,-0.130,,2.9000
869,1,11.81430000,0.106600,0.220000,87.210,0.47100,132.80,132.85,9.376,9.217,5576.00,1.16,1.75,9.200,1089,34.96130,7.398,0.150900,0.2389000,0,2.35,4.02,0.425,0.3050,0.421,7.530,2.6000
870,1,256.78000000,0.917000,0.677000,,,38.68,38.68,5.720,5.586,6291.00,1.86,,269.660,,2653.88050,,,,0,-5.60,4.07,,,,,9.5000
871,1,49.77000000,0.250000,0.310000,,,21.96,21.96,6.920,6.740,5599.00,0.84,,3.690,,17.98000,,,,0,26.40,4.48,-0.143,,-0.240,4.400,0.0000
872,1,1179.00000000,2.200000,0.120000,,,81.68,81.68,8.400,8.229,5577.00,1.03,1.67,20.800,,352.79130,,,,0,23.25,4.03,0.382,,0.390,9.000,2.1000
873,2,325.80300000,0.970000,0.350000,,,34.69,34.69,7.310,7.139,5744.00,1.15,1.14,108.240,,1195.04080,,,,0,-5.00,4.39,,,0.270,2.550,2.7190
874,2,11611.29750000,10.500000,0.460000,,,34.69,34.69,7.310,7.139,5744.00,1.15,1.14,33.290,,1166.43610,,,,0,-5.00,4.39,,,0.270,2.550,2.7190
875,1,10354.83750000,9.620000,0.210000,,,43.59,43.59,7.030,6.860,5770.00,1.08,1.58,152.700,,5364.97040,,,,0,4.53,4.00,,,-0.080,7.750,2.6160
876,1,143.58000000,0.477000,0.140000,,,28.54,28.54,8.300,8.042,4995.00,0.70,,18.300,,117.59000,,,,0,43.38,4.26,-0.387,,0.150,,0.9000
877,2,30.05200000,0.189000,0.200000,,,50.42,50.42,8.369,8.209,5793.00,1.00,1.00,46.600,,222.47200,,,,0,21.71,4.53,0.041,,0.090,,4.0000
878,2,192.90000000,0.654000,0.060000,,,50.42,50.42,8.369,8.209,5793.00,1.00,1.00,63.900,,578.42600,,,,0,21.71,4.53,0.041,,0.090,,4.0000
